niteid wstart wend conv participant nxt_agent mean.normF0 sd.normF0 max.normF0 min.normF0 median.normF0 q1.normF0 q2.5.normF0 q5.normF0 q25.normF0 q75.normF0 q95.normF0 q97.5.normF0 q99.normF0 slope.normF0 intercept.normF0 mean.normF0.slope sd.normF0.slope max.normF0.slope min.normF0.slope median.normF0.slope q1.normF0.slope q2.5.normF0.slope q5.normF0.slope q25.normF0.slope q75.normF0.slope q95.normF0.slope q97.5.normF0.slope q99.normF0.slope slope.normF0.slope intercept.normF0.slope
AlGore_2006.AG.words3 18.97 19.1 AlGore_2006 AG AG NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
AlGore_2006.AG.words4 19.1 19.36 AlGore_2006 AG AG -2.01224745225973 0.826068792481255 -0.245859981452026 -2.72961197083426 -2.52894112120503 -2.72219116977142 -2.71105996817717 -2.69493117006075 -2.62096130782423 -1.47114509281396 -0.428707956166246 -0.322669063833198 -0.276583614404495 -10.0389468274055 191.086894772884 -0.227208847111714 0.45041351989698 0.638664713789966 -0.983726144377829 -0.255559465960615 -0.95829506511687 -0.920148446225431 -0.859950208949386 -0.563825835131682 0.0915092480315651 0.54586813006636 0.606881326904103 0.625951359035621 -2.20839108909208 42.2511937515745
AlGore_2006.AG.words5 19.36 19.76 AlGore_2006 AG AG -3.67210096784658 1.24937933660853 -2.31479392594153 -5.47165272199599 -3.39759106160284 -5.41679293873467 -5.33450326384269 -5.27225173678065 -5.04050557569682 -2.44137488072373 -2.35267285917481 -2.3368849305051 -2.32363032776696 -13.6979611195183 263.43814086276 0.188034907954462 0.670964196542704 1.31042527771013 -0.780461620134329 0.258843947916145 -0.760967295564494 -0.731725808709741 -0.703926019294064 -0.449924933947798 0.729884304380076 1.16291856414045 1.23352038297835 1.27966331981741 -5.86740538120498 114.602439841452
AlGore_2006.AG.words6 19.76 19.9 AlGore_2006 AG AG 6.23712678227995 0.301687145347847 6.80582777014862 5.90812639065531 6.14442169518159 5.91533315820806 5.92614330953718 5.94416022841906 6.05264139768492 6.35120214794279 6.77069480596275 6.78826128805568 6.79880117731144 -6.69039980395852 139.000122354758 -1.84995128965722 0.194337145554713 -1.51713577166074 -2.15406109972881 -1.84830218880672 -2.14275557873603 -2.12579729724686 -2.09753349476492 -1.9550057805009 -1.77824888747844 -1.5286801888594 -1.52290798026007 -1.51944465510047 -2.47591274224192 47.2815807664116
AlGore_2006.AG.words7 19.9 20.31 AlGore_2006 AG AG 5.83947477053206 0.674978061895 7.22200731892665 4.88530785533659 5.7585266302595 4.908202021015 4.94254326953262 4.95586442754273 5.31056369237584 6.34260711578684 6.95037114591645 7.04955259183967 7.15302542809186 -2.11223910836888 48.3099827888936 -1.1389415930058 0.674544075305654 0.361533690324886 -2.25351609363888 -1.23446616659321 -2.24227904838754 -2.22542348051054 -2.16280260927402 -1.43870954099368 -0.742285672311452 0.0112895774114865 0.147799006010267 0.276039816599038 2.10224795334758 -43.4085587994496
AlGore_2006.AG.words8 20.31 20.52 AlGore_2006 AG AG 5.06253326565859 0.0257119821308356 5.10319389315165 5.01778151893529 5.06278792353265 5.01940343520396 5.02183630960697 5.02589110027866 5.04254937297417 5.08300255094725 5.09915748499312 5.10117568907239 5.10238661151995 0.407891247454357 -3.26444479254078 -0.618513013582213 0.291175941040527 -0.153258540319203 -1.08785860607546 -0.618258355708153 -1.07774481289139 -1.06257412311528 -1.0372896401551 -0.850793829151606 -0.385746805408578 -0.19975433305473 -0.176506436686966 -0.162557698866308 4.62237830917072 -94.9829863808818
AlGore_2006.AG.words9 20.52 20.59 AlGore_2006 AG AG 5.11888020189653 0.00838179135213426 5.13007890942065 5.10767762955839 5.11888174782205 5.10790175833145 5.10823795149103 5.10879827342366 5.11328055879856 5.12448119767951 5.12895942499964 5.12951916721014 5.12985501253645 0.400236189483804 -3.10782533108131 0.0275475973362112 0.0966420522934174 0.156689039796422 -0.101597709938021 0.0275491432617203 -0.0990147264662462 -0.0951402512585837 -0.0886827925791462 -0.0370234132298088 0.0921199605872383 0.143775281881803 0.150232160839113 0.154106288213499 4.61472325120064 -94.8263669194321
AlGore_2006.AG.words10 21.98 22.27 AlGore_2006 AG AG -4.74634607087047 1.05268256218141 -3.30115089621827 -6.05037714245883 -4.73003250441234 -6.04844535012981 -6.04554766163629 -6.04071904266296 -5.88740457874808 -3.63283265186641 -3.40367316286259 -3.36112148520638 -3.32513913181352 3.5233494015924 -82.6891453106345 -3.2328855190094 1.20666612958363 -1.85845598531887 -5.12663026527824 -3.04536275494854 -5.11290419945561 -5.09231510072167 -5.05800079801432 -4.22096268826774 -2.03315926249862 -1.91329160880851 -1.88894089057295 -1.8706499474205 7.73783646330895 -174.40768689898
AlGore_2006.AG.words11 22.27 22.57 AlGore_2006 AG AG -4.41566049514088 1.37210127048955 -2.35327086645619 -6.56946097004965 -4.43352010575791 -6.50106967718885 -6.39848273789764 -6.26981228407144 -5.57626806868209 -3.23845726335813 -2.42684209654704 -2.36466257019448 -2.35782754795151 7.56725320996868 -174.061618334474 -1.65200695295719 1.58946874971463 0.628742447540775 -4.27757836761033 -1.77716412301729 -4.22145311918289 -4.13726524654173 -4.03685375949149 -2.75705040405448 -0.262506798289466 0.566094066560298 0.609469040195681 0.621033084602737 11.7817402716852 -265.780159922818
AlGore_2006.AG.words12 22.57 22.69 AlGore_2006 AG AG -6.73162676516069 0.29426928532833 -6.19490622353417 -7.03173171159682 -6.85068638129138 -7.03075475423618 -7.02928931819521 -7.0268469247936 -6.9576489023793 -6.55032369545328 -6.24512261733642 -6.22001442043529 -6.20494950229462 -3.32268241181946 68.464395634924 -3.07160843746266 0.269208380621858 -2.58849709354176 -3.41589261333067 -3.19066805359336 -3.40984203760812 -3.4007661740243 -3.38563973471794 -3.24888586215947 -2.89296465169407 -2.65604668263783 -2.62227188808979 -2.60200701136097 0.891804649897096 -23.2541459534212
